epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,531.433,0.39167,0.31499,0.85085,0.35757,0.60913,0.39842,0.19942,2.03141,3.94665,2.07085,9.415e-05,9.415e-05,9.415e-05
185,533.99,0.42074,0.33659,0.85201,0.36312,0.60913,0.40057,0.19634,2.03199,3.86906,2.09414,8.92e-05,8.92e-05,8.92e-05
186,536.519,0.39116,0.30671,0.85439,0.53118,0.41445,0.42051,0.20054,2.02139,3.80365,2.09793,8.425e-05,8.425e-05,8.425e-05
187,539.176,0.38275,0.32451,0.84136,0.52562,0.42034,0.405,0.19543,2.02053,3.77691,2.12256,7.93e-05,7.93e-05,7.93e-05
188,541.723,0.39735,0.29952,0.86239,0.36341,0.63413,0.42389,0.20944,2.02133,3.77909,2.14994,7.435e-05,7.435e-05,7.435e-05
189,544.361,0.37653,0.29284,0.83384,0.34659,0.63413,0.41814,0.20577,2.02389,3.78084,2.16773,6.94e-05,6.94e-05,6.94e-05
190,546.904,0.4301,0.31881,0.84527,0.50395,0.39557,0.39018,0.18489,2.02185,3.89827,2.15335,6.445e-05,6.445e-05,6.445e-05
191,566.256,0.48175,0.31194,0.93828,0.62228,0.36265,0.37588,0.18336,2.01432,3.95705,2.14965,5.95e-05,5.95e-05,5.95e-05
192,568.768,0.45089,0.30561,0.86059,0.61466,0.3627,0.37841,0.18572,2.00588,4.01852,2.12799,5.455e-05,5.455e-05,5.455e-05
193,571.324,0.40516,0.28165,0.85021,0.70372,0.32759,0.38192,0.18108,1.99915,3.96811,2.12536,4.96e-05,4.96e-05,4.96e-05
194,573.91,0.37096,0.28692,0.85313,0.5766,0.3627,0.36701,0.17752,1.99824,3.93786,2.12878,4.465e-05,4.465e-05,4.465e-05
195,576.466,0.38813,0.30046,0.86291,0.47448,0.46811,0.35624,0.17316,2.02185,3.88737,2.14664,3.97e-05,3.97e-05,3.97e-05
196,578.99,0.35093,0.271,0.83593,0.4639,0.51672,0.37185,0.18356,2.02373,3.85715,2.15016,3.475e-05,3.475e-05,3.475e-05
197,581.536,0.39929,0.287,0.84077,0.4567,0.51262,0.36765,0.1811,2.02042,3.83174,2.15558,2.98e-05,2.98e-05,2.98e-05
198,584.148,0.35242,0.26509,0.846,0.45782,0.50883,0.38881,0.19095,2.02332,3.83611,2.15118,2.485e-05,2.485e-05,2.485e-05
199,586.975,0.35398,0.30576,0.82882,0.45431,0.48661,0.37602,0.18468,2.01012,3.81933,2.12866,1.99e-05,1.99e-05,1.99e-05
200,589.554,0.35001,0.27022,0.81183,0.45718,0.48545,0.36983,0.17787,2.01439,3.78393,2.1324,1.495e-05,1.495e-05,1.495e-05
